geneID sample.size.metric
FBgn0000008 6.29357330272049
FBgn0000017 6.52380701433622
FBgn0000032 6.63911301572166
FBgn0000042 8.69225232946025
FBgn0000043 7.50901558021934
FBgn0000044 8.76028315053939
FBgn0000052 8.65256871591716
FBgn0000053 9.84242299021006
FBgn0000057 6.56362042602558
FBgn0000064 9.74336770372586
FBgn0000079 8.53554051190096
FBgn0000083 8.06035583843559
FBgn0000084 7.47325846403882
FBgn0000097 6.51767127291227
FBgn0000109 5.43080654959412
FBgn0000114 9.32285026978722
FBgn0000115 6.58444602888721
FBgn0000116 9.99100991006407
FBgn0000117 7.82204400818562
FBgn0000119 7.16097529787882
FBgn0000139 5.97211181859217
FBgn0000163 6.93909243429118
FBgn0000173 7.82926569789045
FBgn0000181 6.73111753865648
FBgn0000183 7.43386352627928
FBgn0000212 6.92543146399508
FBgn0000221 5.78125778682449
FBgn0000228 6.85575998386376
FBgn0000229 7.55782096983963
FBgn0000239 6.11202150964709
FBgn0000247 7.20346752312918
FBgn0000250 7.50727835750941
FBgn0000253 10.5264067241408
FBgn0000256 8.91092304330598
FBgn0000257 6.62749007785806
FBgn0000259 7.09803122667073
FBgn0000261 8.09239234700133
FBgn0000273 8.79026911147866
FBgn0000286 6.71437277482876
FBgn0000289 7.45602118572197
FBgn0000299 7.69215137325526
FBgn0000307 6.84366110355283
FBgn0000308 7.53871672398811
FBgn0000316 5.50736199348274
FBgn0000317 6.97665925762935
FBgn0000318 7.14434140599284
FBgn0000319 8.45425339164236
FBgn0000320 6.46146817635372
FBgn0000326 6.53994716205107
FBgn0000330 6.50128967054039
FBgn0000339 6.32301397226598
FBgn0000352 6.26577638499659
FBgn0000370 8.35526232427002
FBgn0000376 6.13862657739956
FBgn0000377 6.02364934823257
FBgn0000382 7.99226864327075
FBgn0000384 5.16001269517086
FBgn0000404 7.72716793587981
FBgn0000406 9.7755642148582
FBgn0000412 7.59013637938924
FBgn0000414 7.67031191091425
FBgn0000416 9.44534002776192
FBgn0000447 7.62730093339661
FBgn0000454 8.53683240666859
FBgn0000455 7.0321092711325
FBgn0000463 6.01289982782805
FBgn0000473 10.0590087213856
FBgn0000479 8.55937426197412
FBgn0000482 6.04322648166657
FBgn0000489 7.47915846463373
FBgn0000499 7.08317809408493
FBgn0000524 5.41164605185504
FBgn0000536 7.70436116791031
FBgn0000543 6.67897084777784
FBgn0000547 7.68742413331333
FBgn0000562 7.4843218257108
FBgn0000565 6.98208941603484
FBgn0000566 7.48857327456816
FBgn0000568 8.19792871506592
FBgn0000575 7.68765338595074
FBgn0000578 6.95622793243292
FBgn0000579 9.94649116559516
FBgn0000581 7.47036657589736
FBgn0000588 5.61191082078432
FBgn0000611 7.40072238444681
FBgn0000617 5.90536184805457
FBgn0000629 6.77164914598515
FBgn0000636 6.6682282484174
FBgn0000662 6.68221301973362
FBgn0000667 7.27378631784489
FBgn0000709 6.74973601471115
FBgn0000711 7.81550967983401
FBgn0000719 6.92239755571901
FBgn0000721 8.52514482653718
FBgn0000996 5.79984994340243
FBgn0001079 5.65511730267492
FBgn0001084 5.12197788143163
FBgn0001087 7.13289683295902
FBgn0001091 9.21448178447673
FBgn0001092 8.42463920980563
FBgn0001098 9.32777519886678
FBgn0001104 7.00661974089626
FBgn0001105 7.92563943994487
FBgn0001108 7.58040208887961
FBgn0001122 8.05213730189443
FBgn0001124 9.63103338914297
FBgn0001125 9.53508939759672
FBgn0001128 8.72496588063972
FBgn0001133 6.52417396437398
FBgn0001139 7.48941208350872
FBgn0001142 7.99724272931769
FBgn0001149 9.86307346092328
