geneID	DGRP-177	SP-159N  
FBgn0000003	0	2
FBgn0000008	32	43
FBgn0000014	4	1
FBgn0000015	0	2
FBgn0000017	33	21
FBgn0000018	12	10
FBgn0000022	0	0
FBgn0000024	0	0
FBgn0000028	1	4
FBgn0000032	462	398
FBgn0000036	0	0
FBgn0000037	0	0
FBgn0000038	1	0
FBgn0000039	0	0
FBgn0000042	2994	2750
FBgn0000043	255	292
FBgn0000044	63	86
FBgn0000045	0	0
FBgn0000046	5	7
FBgn0000047	1	1
FBgn0000052	697	409
FBgn0000053	456	550
FBgn0000055	0	0
FBgn0000056	0	0
FBgn0000057	125	91
FBgn0000061	0	0
FBgn0000063	31	16
FBgn0000064	352	387
FBgn0000071	0	0
FBgn0000075	63	51
FBgn0000077	143	97
FBgn0000078	10	18
FBgn0000079	33	23
FBgn0000083	891	386
FBgn0000084	498	315
FBgn0000092	1	2
FBgn0000094	0	0
FBgn0000097	44	35
FBgn0000100	11	9
FBgn0000108	2	0
FBgn0000109	47	42
FBgn0000114	3815	5392
FBgn0000115	244	600
FBgn0000116	1660	610
FBgn0000117	1323	1164
FBgn0000119	29	43
FBgn0000120	1	1
FBgn0000121	3	1
FBgn0000137	0	0
FBgn0000139	103	105
FBgn0000140	154	178
FBgn0000146	124	106
FBgn0000147	198	928
FBgn0000150	9	18
FBgn0000152	32	49
FBgn0000153	4	5
FBgn0000157	0	0
FBgn0000158	61	45
FBgn0000163	170	180
FBgn0000166	44	56
FBgn0000173	417	426
FBgn0000179	1	0
FBgn0000180	6	9
FBgn0000181	67	106
FBgn0000182	0	0
FBgn0000183	182	252
FBgn0000206	0	0
FBgn0000212	35	38
FBgn0000216	0	0
FBgn0000221	333	451
FBgn0000227	0	0
FBgn0000228	42	48
FBgn0000229	59	55
FBgn0000233	0	0
FBgn0000239	69	61
FBgn0000241	0	0
FBgn0000244	14	15
FBgn0000246	28	25
FBgn0000247	27	15
FBgn0000250	115	165
FBgn0000251	166	135
FBgn0000253	927	953
FBgn0000256	74	48
FBgn0000257	505	748
FBgn0000259	322	302
FBgn0000261	238	219
FBgn0000273	118	135
FBgn0000274	1	4
FBgn0000276	21	30
FBgn0000277	45	38
FBgn0000278	10	13
FBgn0000279	0	6
FBgn0000280	0	0
FBgn0000281	0	1
FBgn0000283	1	0
FBgn0000286	63	101
FBgn0000287	0	0
FBgn0000289	83	93
FBgn0000299	62	49
FBgn0000303	0	0
FBgn0000307	74	103
FBgn0000308	33	44
FBgn0000316	102	61
FBgn0000317	51	48
FBgn0000318	678	1362
FBgn0000319	389	408
FBgn0000320	48	46
FBgn0000326	83	70
FBgn0000330	485	324
FBgn0000337	0	0
FBgn0000339	529	544
FBgn0000346	8	1
FBgn0000351	126	300
FBgn0000352	62	57
FBgn0000355	15550	11098
FBgn0000356	6837	9281
FBgn0000357	7932	7039
FBgn0000358	4052	9158
FBgn0000359	5961	4307
FBgn0000360	16017	23869
FBgn0000370	525	362
FBgn0000376	104	106
FBgn0000377	206	236
FBgn0000382	70	68
FBgn0000384	86	75
FBgn0000392	0	0
FBgn0000394	41	27
FBgn0000395	4	4
FBgn0000404	2324	2431
FBgn0000405	3603	2919
FBgn0000406	54	115
FBgn0000411	0	0
FBgn0000412	704	726
FBgn0000414	45	46
FBgn0000416	220	246
FBgn0000422	2	5
FBgn0000426	0	0
FBgn0000427	698	607
FBgn0000439	0	0
FBgn0000442	0	2
FBgn0000447	441	430
FBgn0000448	0	0
FBgn0000449	9	6
FBgn0000451	2	2
FBgn0000454	2928	2759
FBgn0000455	763	784
FBgn0000459	0	0
FBgn0000463	191	159
FBgn0000464	10	7
FBgn0000473	203	238
FBgn0000477	15	18
FBgn0000479	196	221
FBgn0000482	52	29
FBgn0000489	20	44
FBgn0000490	7	4
FBgn0000492	1	0
FBgn0000499	427	401
FBgn0000500	0	0
FBgn0000504	0	0
FBgn0000520	663	707
FBgn0000524	62	64
FBgn0000527	1	0
FBgn0000529	0	0
FBgn0000533	54	91
FBgn0000535	0	1
FBgn0000536	90	86
FBgn0000541	14	8
FBgn0000542	3	11
FBgn0000543	293	214
FBgn0000546	67	52
FBgn0000547	166	196
FBgn0000551	0	0
FBgn0000552	0	0
FBgn0000557	2	1
FBgn0000559	18	10
FBgn0000560	0	0
FBgn0000562	365	275
FBgn0000564	0	0
FBgn0000565	189	93
FBgn0000566	458	716
FBgn0000567	14	29
FBgn0000568	80	79
FBgn0000575	187	202
FBgn0000576	0	0
FBgn0000577	0	0
FBgn0000578	101	130
FBgn0000579	10599	8264
FBgn0000581	69	76
FBgn0000588	103	106
FBgn0000591	0	0
FBgn0000592	24	22
FBgn0000594	0	0
FBgn0000606	0	0
FBgn0000611	284	270
FBgn0000615	1027	649
FBgn0000617	342	242
FBgn0000618	4	1
FBgn0000625	0	0
FBgn0000629	177	137
FBgn0000633	0	0
FBgn0000635	12	8
FBgn0000636	115	131
FBgn0000639	0	1
FBgn0000640	0	0
FBgn0000644	432	490
FBgn0000658	0	0
FBgn0000659	1	1
FBgn0000662	140	194
FBgn0000667	157	225
FBgn0000709	156	87
FBgn0000711	98	79
FBgn0000715	0	0
FBgn0000719	102	91
FBgn0000721	254	357
FBgn0000723	2	8
FBgn0000808	264	128
FBgn0000810	3	10
FBgn0000826	0	0
FBgn0000927	2716	2978
FBgn0000928	7	2
FBgn0000964	59	51
FBgn0000996	129	136
FBgn0001075	0	0
FBgn0001077	0	0
FBgn0001078	17	11
FBgn0001079	117	93
FBgn0001083	3	0
FBgn0001084	200	155
FBgn0001085	17	50
FBgn0001086	454	388
FBgn0001087	328	189
FBgn0001089	6	0
FBgn0001090	4	1
FBgn0001091	1515	1584
FBgn0001092	1166	766
FBgn0001098	330	423
FBgn0001099	0	0
FBgn0001104	322	592
FBgn0001105	535	681
FBgn0001108	314	402
FBgn0001112	3	3
FBgn0001114	4	6
FBgn0001120	1	3
FBgn0001122	27	31
FBgn0001123	2	6
FBgn0001124	748	722
FBgn0001125	2338	1606
FBgn0001128	390	298
FBgn0001133	972	227
FBgn0001134	0	0
FBgn0001137	9	9
