geneID	DGRP-177	SP-159N  
FBgn0000003	0	0
FBgn0000008	247	222
FBgn0000014	72	93
FBgn0000015	34	24
FBgn0000017	163	159
FBgn0000018	141	149
FBgn0000022	0	0
FBgn0000024	13	7
FBgn0000028	254	3
FBgn0000032	339	327
FBgn0000036	25	52
FBgn0000037	11	7
FBgn0000038	26	51
FBgn0000039	0	0
FBgn0000042	2203	16
FBgn0000043	1928	1880
FBgn0000044	306	308
FBgn0000045	2	4
FBgn0000046	1906	1835
FBgn0000047	0	3
FBgn0000052	225	160
FBgn0000053	250	221
FBgn0000055	0	0
FBgn0000056	0	0
FBgn0000057	561	453
FBgn0000061	0	0
FBgn0000063	149	159
FBgn0000064	3198	3289
FBgn0000071	3	0
FBgn0000075	15	4
FBgn0000077	23	0
FBgn0000078	438	701
FBgn0000079	1412	1751
FBgn0000083	552	488
FBgn0000084	413	3
FBgn0000092	0	0
FBgn0000094	369	394
FBgn0000097	74	40
FBgn0000100	0	1
FBgn0000108	15	0
FBgn0000109	37	37
FBgn0000114	11085	11012
FBgn0000115	158	130
FBgn0000116	1973	734
FBgn0000117	483	0
FBgn0000119	496	801
FBgn0000120	5	13
FBgn0000121	2	1
FBgn0000137	0	0
FBgn0000139	153	122
FBgn0000140	1468	997
FBgn0000146	111	136
FBgn0000147	722	727
FBgn0000150	2	2
FBgn0000152	29	0
FBgn0000153	12	13
FBgn0000157	6	16
FBgn0000158	13	31
FBgn0000163	404	2
FBgn0000166	1	6
FBgn0000173	260	1
FBgn0000179	34	1
FBgn0000180	14	15
FBgn0000181	290	331
FBgn0000182	17	20
FBgn0000183	274	316
FBgn0000206	11	58
FBgn0000212	109	91
FBgn0000216	1	0
FBgn0000221	182	1
FBgn0000227	5	3
FBgn0000228	63	62
FBgn0000229	224	228
FBgn0000233	29	0
FBgn0000239	224	285
FBgn0000241	4	7
FBgn0000244	4	4
FBgn0000246	21	28
FBgn0000247	597	576
FBgn0000250	221	217
FBgn0000251	387	429
FBgn0000253	1379	1519
FBgn0000256	8780	9622
FBgn0000257	193	0
FBgn0000259	160	2
FBgn0000261	1053	1114
FBgn0000273	169	228
FBgn0000274	1353	1374
FBgn0000276	53	61
FBgn0000277	2	4
FBgn0000278	0	0
FBgn0000279	1	0
FBgn0000280	0	0
FBgn0000281	0	0
FBgn0000283	18	11
FBgn0000286	158	176
FBgn0000287	282	752
FBgn0000289	345	303
FBgn0000299	225	222
FBgn0000303	1	11
FBgn0000307	120	105
FBgn0000308	459	453
FBgn0000316	42	1
FBgn0000317	151	159
FBgn0000318	448	512
FBgn0000319	1515	11
FBgn0000320	323	241
FBgn0000326	173	97
FBgn0000330	172	0
FBgn0000337	0	0
FBgn0000339	79	65
FBgn0000346	1176	4
FBgn0000351	4	4
FBgn0000352	43	96
FBgn0000355	155	211
FBgn0000356	1	0
FBgn0000357	15	15
FBgn0000358	0	0
FBgn0000359	0	0
FBgn0000360	2	1
FBgn0000370	532	533
FBgn0000376	73	2
FBgn0000377	79	0
FBgn0000382	249	0
FBgn0000384	17	16
FBgn0000392	0	0
FBgn0000394	28	0
FBgn0000395	43	66
FBgn0000404	1127	1090
FBgn0000405	978	1056
FBgn0000406	53	69
FBgn0000411	117	62
FBgn0000412	856	835
FBgn0000414	58	31
FBgn0000416	2251	2289
FBgn0000422	81	68
FBgn0000426	0	0
FBgn0000427	14	0
FBgn0000439	2	4
FBgn0000442	0	0
FBgn0000447	2186	2249
FBgn0000448	1	2
FBgn0000449	1	0
FBgn0000451	3	2
FBgn0000454	999	920
FBgn0000455	149	193
FBgn0000459	71	1
FBgn0000463	121	81
FBgn0000464	5	8
FBgn0000473	269	202
FBgn0000477	11	10
FBgn0000479	243	3
FBgn0000482	99	1
FBgn0000489	283	1080
FBgn0000490	233	97
FBgn0000492	9	9
FBgn0000499	1811	10
FBgn0000500	0	0
FBgn0000504	7	8
FBgn0000520	30	0
FBgn0000524	82	5
FBgn0000527	174	99
FBgn0000529	0	0
FBgn0000533	3	2
FBgn0000535	4	0
FBgn0000536	606	3
FBgn0000541	136	158
FBgn0000542	151	3
FBgn0000543	147	259
FBgn0000546	9	14
FBgn0000547	122	119
FBgn0000551	6	11
FBgn0000552	4	0
FBgn0000557	31	18
FBgn0000559	4	13
FBgn0000560	0	0
FBgn0000562	89	99
FBgn0000564	0	0
FBgn0000565	83	84
FBgn0000566	164	138
FBgn0000567	9	29
FBgn0000568	118	142
FBgn0000575	62	55
FBgn0000576	1	4
FBgn0000577	27	173
FBgn0000578	195	217
FBgn0000579	2325	2938
FBgn0000581	777	625
FBgn0000588	45	73
FBgn0000591	1	2
FBgn0000592	1149	1042
FBgn0000594	0	0
FBgn0000606	0	0
FBgn0000611	212	0
FBgn0000615	8453	7707
FBgn0000617	139	1
FBgn0000618	1	0
FBgn0000625	6	0
FBgn0000629	153	214
FBgn0000633	56	7
FBgn0000635	223	4
FBgn0000636	198	209
FBgn0000639	0	0
FBgn0000640	5	6
FBgn0000644	9	0
FBgn0000658	13	4
FBgn0000659	1	0
FBgn0000662	44	40
FBgn0000667	106	0
FBgn0000709	221	0
FBgn0000711	186	0
FBgn0000715	4	3
FBgn0000719	140	0
FBgn0000721	254	214
FBgn0000723	243	48
FBgn0000808	16	0
FBgn0000810	70	0
FBgn0000826	0	0
FBgn0000927	7	0
FBgn0000928	174	0
FBgn0000964	14	12
FBgn0000996	72	87
FBgn0001075	222	179
FBgn0001077	24	11
FBgn0001078	13	17
FBgn0001079	55	1
FBgn0001083	19	0
FBgn0001084	32	27
FBgn0001085	18	11
FBgn0001086	588	753
FBgn0001087	303	2
FBgn0001089	42	32
FBgn0001090	751	9
FBgn0001091	178	187
FBgn0001092	203	1
FBgn0001098	511	521
FBgn0001099	0	0
FBgn0001104	165	174
FBgn0001105	366	2
FBgn0001108	408	992
FBgn0001112	68	73
FBgn0001114	158	129
FBgn0001120	0	0
FBgn0001122	87	136
FBgn0001123	59	19
FBgn0001124	5362	5187
FBgn0001125	1645	1898
FBgn0001128	243	174
FBgn0001133	70	108
FBgn0001134	1	2
FBgn0001137	2	10
FBgn0001138	6	7
FBgn0001139	492	412
FBgn0001142	37	25
FBgn0001145	781	5
FBgn0001147	12	16
FBgn0001148	0	1
FBgn0001149	2043	1882
FBgn0001150	0	0
FBgn0001168	33	46
FBgn0001169	230	219
FBgn0001170	3	5
FBgn0001174	9	0
FBgn0001179	101	109
FBgn0001180	0	1
FBgn0001185	10	45
FBgn0001186	794	6
FBgn0001187	35	30
FBgn0001189	88	0
FBgn0001197	662	482
FBgn0001202	109	127
FBgn0001206	194	1
FBgn0001208	15	358
FBgn0001215	1873	1819
FBgn0001216	3548	3065
FBgn0001217	1975	1916
FBgn0001218	3827	33
FBgn0001220	5512	5316
FBgn0001222	381	329
FBgn0001223	0	0
FBgn0001224	1199	1075
FBgn0001225	3192	3159
FBgn0001226	572	572
FBgn0001227	15	2
FBgn0001228	224	57
FBgn0001229	15	7
FBgn0001230	1020	1080
FBgn0001233	4925	5228
FBgn0001234	25	31
FBgn0001235	8	9
FBgn0001247	330	295
FBgn0001248	1845	1657
FBgn0001250	243	3
FBgn0001253	9	2
FBgn0001254	1	0
FBgn0001255	15	21
FBgn0001256	2	2
FBgn0001257	41	68
FBgn0001258	183	169
FBgn0001259	1	7
FBgn0001263	2	2
FBgn0001269	35	17
FBgn0001276	0	0
FBgn0001280	1367	1452
FBgn0001281	2228	2284
FBgn0001285	0	0
FBgn0001291	382	446
FBgn0001296	32	22
FBgn0001297	143	135
FBgn0001301	346	375
FBgn0001308	294	256
FBgn0001311	33	19
FBgn0001313	0	0
FBgn0001316	600	445
FBgn0001319	1	0
FBgn0001320	0	0
FBgn0001321	1	6
FBgn0001323	0	0
FBgn0001324	439	341
FBgn0001325	3	29
FBgn0001330	110	0
FBgn0001341	228	1
FBgn0001404	321	3
FBgn0001491	418	3
FBgn0001565	104	0
FBgn0001612	313	3
FBgn0001624	277	0
FBgn0001941	555	455
FBgn0001942	2405	2357
