geneID	DGRP-177	SP-159N  
FBgn0000003	0	0
FBgn0000008	335	304
FBgn0000014	0	0
FBgn0000015	0	1
FBgn0000017	541	634
FBgn0000018	59	58
FBgn0000022	0	0
FBgn0000024	2168	1562
FBgn0000028	404	4
FBgn0000032	130	130
FBgn0000036	1386	1547
FBgn0000037	869	841
FBgn0000038	5725	5796
FBgn0000039	923	928
FBgn0000042	6065	26
FBgn0000043	121	87
FBgn0000044	3473	3060
FBgn0000045	90	281
FBgn0000046	377	436
FBgn0000047	37	39
FBgn0000052	1670	1474
FBgn0000053	4844	5384
FBgn0000055	5	3
FBgn0000056	0	0
FBgn0000057	187	216
FBgn0000061	4	3
FBgn0000063	31	20
FBgn0000064	9869	8014
FBgn0000071	5	13
FBgn0000075	81	76
FBgn0000077	232	1
FBgn0000078	2967	1673
FBgn0000079	1153	2668
FBgn0000083	2043	1455
FBgn0000084	2274	10
FBgn0000092	83	0
FBgn0000094	0	0
FBgn0000097	452	430
FBgn0000100	1	4
FBgn0000108	15940	63
FBgn0000109	99	76
FBgn0000114	905	1180
FBgn0000115	237	220
FBgn0000116	19990	14015
FBgn0000117	2721	8
FBgn0000119	703	689
FBgn0000120	55037	52867
FBgn0000121	84271	86850
FBgn0000137	0	0
FBgn0000139	178	112
FBgn0000140	3	6
FBgn0000146	9	23
FBgn0000147	22	14
FBgn0000150	7	17
FBgn0000152	165	0
FBgn0000153	218	305
FBgn0000157	76	81
FBgn0000158	0	0
FBgn0000163	1402	5
FBgn0000166	0	1
FBgn0000173	2688	18
FBgn0000179	966	8
FBgn0000180	82	73
FBgn0000181	415	482
FBgn0000182	0	0
FBgn0000183	932	1004
FBgn0000206	1335	1560
FBgn0000212	719	660
FBgn0000216	0	0
FBgn0000221	137	0
FBgn0000227	1	0
FBgn0000228	743	747
FBgn0000229	1247	1229
FBgn0000233	22	0
FBgn0000239	105	103
FBgn0000241	402	415
FBgn0000244	99	86
FBgn0000246	18	24
FBgn0000247	804	817
FBgn0000250	971	909
FBgn0000251	0	0
FBgn0000253	29919	25145
FBgn0000256	1258	1105
FBgn0000257	683	1
FBgn0000259	1287	11
FBgn0000261	1650	1837
FBgn0000273	4701	5665
FBgn0000274	0	0
FBgn0000276	0	1
FBgn0000277	1	1
FBgn0000278	0	0
FBgn0000279	1	4
FBgn0000280	0	0
FBgn0000281	0	1
FBgn0000283	36	30
FBgn0000286	527	551
FBgn0000287	515	469
FBgn0000289	1316	1303
FBgn0000299	1241	1111
FBgn0000303	1174	1281
FBgn0000307	629	614
FBgn0000308	968	1138
FBgn0000316	200	1
FBgn0000317	599	573
FBgn0000318	363	327
FBgn0000319	5061	23
FBgn0000320	434	364
FBgn0000326	333	334
FBgn0000330	562	1
FBgn0000337	0	1
FBgn0000339	193	180
FBgn0000346	9694	17
FBgn0000351	1	5
FBgn0000352	442	433
FBgn0000355	0	1
FBgn0000356	0	1
FBgn0000357	15	5
FBgn0000358	3	0
FBgn0000359	0	0
FBgn0000360	0	0
FBgn0000370	2432	2450
FBgn0000376	579	0
FBgn0000377	359	4
FBgn0000382	4497	30
FBgn0000384	83	84
FBgn0000392	0	0
FBgn0000394	326	0
FBgn0000395	156	185
FBgn0000404	23	16
FBgn0000405	14	0
FBgn0000406	4639	5395
FBgn0000411	175	144
FBgn0000412	816	826
FBgn0000414	2254	1832
FBgn0000416	4695	4397
FBgn0000422	3727	3711
FBgn0000426	0	0
FBgn0000427	0	0
FBgn0000439	170	192
FBgn0000442	3	4
FBgn0000447	171	174
FBgn0000448	492	519
FBgn0000449	0	0
FBgn0000451	21	10
FBgn0000454	1168	1186
FBgn0000455	414	531
FBgn0000459	767	6
FBgn0000463	177	159
FBgn0000464	153	145
FBgn0000473	9434	13581
FBgn0000477	1011	1161
FBgn0000479	8657	140
FBgn0000482	506	1
FBgn0000489	808	1219
FBgn0000490	241	267
FBgn0000492	158	143
FBgn0000499	618	2
FBgn0000500	1	2
FBgn0000504	111	97
FBgn0000520	260	0
FBgn0000524	139	4
FBgn0000527	186	164
FBgn0000529	56	37
FBgn0000533	55	69
FBgn0000535	2548	15
FBgn0000536	2359	15
FBgn0000541	81	76
FBgn0000542	259	0
FBgn0000543	374	358
FBgn0000546	410	411
FBgn0000547	1563	1697
FBgn0000551	2	14
FBgn0000552	0	1
FBgn0000557	2378	2839
FBgn0000559	21	136
FBgn0000560	1	0
FBgn0000562	1171	1066
FBgn0000564	1	0
FBgn0000565	869	605
FBgn0000566	718	433
FBgn0000567	380	364
FBgn0000568	2823	3058
FBgn0000575	1835	1765
FBgn0000576	41	45
FBgn0000577	43	25
FBgn0000578	893	705
FBgn0000579	7953	8476
FBgn0000581	951	990
FBgn0000588	116	135
