geneID	DGRP-177	SP-159N  
FBgn0000003	0	0
FBgn0000008	623	551
FBgn0000014	276	300
FBgn0000015	441	436
FBgn0000017	468	493
FBgn0000018	280	212
FBgn0000022	0	0
FBgn0000024	1258	963
FBgn0000028	1	443
FBgn0000032	670	728
FBgn0000036	667	744
FBgn0000037	339	340
FBgn0000038	2458	2593
FBgn0000039	363	295
FBgn0000042	42	9196
FBgn0000043	2149	2157
FBgn0000044	18431	17886
FBgn0000045	10690	10865
FBgn0000046	9248	9881
FBgn0000047	6950	7061
FBgn0000052	2273	1887
FBgn0000053	3140	3931
FBgn0000055	3	3
FBgn0000056	0	0
FBgn0000057	900	839
FBgn0000061	11	7
FBgn0000063	230	213
FBgn0000064	30080	25378
FBgn0000071	3	14
FBgn0000075	38	60
FBgn0000077	1	360
FBgn0000078	18297	14746
FBgn0000079	62704	25247
FBgn0000083	4785	3315
FBgn0000084	13	2200
FBgn0000092	3	116
FBgn0000094	12243	10049
FBgn0000097	773	699
FBgn0000100	4	4
FBgn0000108	24	5923
FBgn0000109	313	269
FBgn0000114	12072	12807
FBgn0000115	964	846
FBgn0000116	77843	49525
FBgn0000117	11	3012
FBgn0000119	1170	1469
FBgn0000120	16618	14971
FBgn0000121	16403	17038
FBgn0000137	0	0
FBgn0000139	394	317
FBgn0000140	1601	962
FBgn0000146	127	130
FBgn0000147	798	855
FBgn0000150	16	27
FBgn0000152	2	359
FBgn0000153	1680	1987
FBgn0000157	88	84
FBgn0000158	25	45
FBgn0000163	12	3028
FBgn0000166	1	1
FBgn0000173	23	4084
FBgn0000179	6	470
FBgn0000180	55	76
FBgn0000181	1125	1009
FBgn0000182	8	19
FBgn0000183	1455	1470
FBgn0000206	472	551
FBgn0000212	814	859
FBgn0000216	0	0
FBgn0000221	0	431
FBgn0000227	1	0
FBgn0000228	1043	942
FBgn0000229	1390	1161
FBgn0000233	4	115
FBgn0000239	398	398
FBgn0000241	133	135
FBgn0000244	259	246
FBgn0000246	59	44
FBgn0000247	1700	1672
FBgn0000250	2272	2262
FBgn0000251	1035	1063
FBgn0000253	19163	18749
FBgn0000256	10468	11380
FBgn0000257	4	818
FBgn0000259	17	1851
FBgn0000261	10867	11197
FBgn0000273	6058	6819
FBgn0000274	1445	1488
FBgn0000276	566	557
FBgn0000277	22	32
FBgn0000278	2	3
FBgn0000279	5	10
FBgn0000280	0	0
FBgn0000281	0	0
FBgn0000283	60	47
FBgn0000286	1241	1180
FBgn0000287	543	1021
FBgn0000289	1321	1420
FBgn0000299	2788	2712
FBgn0000303	427	592
FBgn0000307	749	752
FBgn0000308	1435	1659
FBgn0000316	0	252
FBgn0000317	1394	1135
FBgn0000318	1202	1286
FBgn0000319	35	8679
FBgn0000320	427	349
FBgn0000326	843	769
FBgn0000330	0	927
FBgn0000337	3	0
FBgn0000339	373	424
FBgn0000346	11	5398
FBgn0000351	9	11
FBgn0000352	232	353
FBgn0000355	197	253
FBgn0000356	0	0
FBgn0000357	22	21
FBgn0000358	0	3
FBgn0000359	0	1
FBgn0000360	1	0
FBgn0000370	2771	2744
FBgn0000376	4	564
FBgn0000377	2	528
FBgn0000382	19	3839
FBgn0000384	110	117
FBgn0000392	0	0
FBgn0000394	1	496
FBgn0000395	339	395
FBgn0000404	1235	1231
FBgn0000405	1118	1140
FBgn0000406	6856	7375
FBgn0000411	281	233
FBgn0000412	1777	1728
FBgn0000414	1597	1316
FBgn0000416	12316	12133
FBgn0000422	1709	1912
FBgn0000426	0	1
FBgn0000427	0	12
FBgn0000439	62	57
FBgn0000442	50	34
FBgn0000447	2646	2636
FBgn0000448	222	198
FBgn0000449	1	0
FBgn0000451	226	183
FBgn0000454	3676	3919
FBgn0000455	1286	1465
FBgn0000459	2	373
FBgn0000463	368	372
FBgn0000464	83	61
FBgn0000473	24203	36033
FBgn0000477	1147	1384
FBgn0000479	191	13865
FBgn0000482	0	881
FBgn0000489	1808	3968
FBgn0000490	509	437
FBgn0000492	201	184
FBgn0000499	29	2226
FBgn0000500	1	0
FBgn0000504	766	691
FBgn0000520	0	319
FBgn0000524	0	416
FBgn0000527	732	755
FBgn0000529	21	12
FBgn0000533	78	62
FBgn0000535	7	1295
FBgn0000536	25	5201
FBgn0000541	213	202
FBgn0000542	31	5463
FBgn0000543	716	813
